object,otype,majaxis_arcmin,minaxis_arcmin
Cl* NGC 2682    FBC    3194,*,,
Cl* NGC 2682    FBC    3203,*,,
Cl* NGC 2682    FBC    3228,*,,
Cl* NGC 2682    FBC    3316,*,,
Cl* NGC 2682    FBC    3340,*,,
Cl* NGC 2682    FBC    3355,*,,
Cl* NGC 2682    FBC    3369,*,,
Cl* NGC 2682    FBC    3391,*,,
Cl* NGC 2682    FBC    3550,*,,
Cl* NGC 2682    FBC    3586,*,,
Cl* NGC 2682    FBC    3626,*,,
Cl* NGC 2682    FBC    3666,*,,
Cl* NGC 2682    FBC    3709,*,,
Cl* NGC 2682    FBC    3723,*,,
Cl* NGC 2682    FBC    3731,*,,
Cl* NGC 2682    FBC    3756,*,,
Cl* NGC 2682    FBC    3790,*,,
Cl* NGC 2682    FBC    3824,*,,
Cl* NGC 2682    FBC    3845,*,,
Cl* NGC 2682    FBC    3940,*,,
Cl* NGC 2682    FBC    3959,*,,
Cl* NGC 2682    FBC    3973,*,,
Cl* NGC 2682    FBC    3989,*,,
Cl* NGC 2682    FBC    4005,*,,
Cl* NGC 2682    FBC    4021,*,,
Cl* NGC 2682    FBC    4045,*,,
Cl* NGC 2682    FBC    4093,*,,
Cl* NGC 2682    FBC    4164,EB*,,
Cl* NGC 2682    FBC    4181,*,,
Cl* NGC 2682    FBC    4226,*,,
Cl* NGC 2682    FBC    4382,*,,
Cl* NGC 2682    FBC    4470,*,,
Cl* NGC 2682    FBC    4482,*,,
Cl* NGC 2682    FBC    4535,*,,
Cl* NGC 2682    FBC    4561,*,,
Cl* NGC 2682    FBC    4582,*,,
Cl* NGC 2682    FBC    4592,*,,
Cl* NGC 2682    FBC    4649,*,,
Cl* NGC 2682    FBC    4650,*,,
Cl* NGC 2682    FBC    4719,*,,
Cl* NGC 2682    FBC    4728,*,,
Cl* NGC 2682    FBC    4803,*,,
Cl* NGC 2682    FBC    4869,*,,
Cl* NGC 2682    FBC    4882,*,,
Cl* NGC 2682    FBC    4888,*,,
Cl* NGC 2682    FBC    4906,*,,
Cl* NGC 2682    FBC    4958,*,,
Cl* NGC 2682    FBC    4971,*,,
Cl* NGC 2682    FBC    4975,*,,
Cl* NGC 2682    FBC    4987,*,,
Cl* NGC 2682    MMJ    5102,*,,
Cl* NGC 2682    MMJ    5115,*,,
Cl* NGC 2682    MMJ    5201,*,,
Cl* NGC 2682    MMJ    5245,*,,
Cl* NGC 2682    MMJ    5293,WD?,,
Cl* NGC 2682    MMJ    5579,*,,
Cl* NGC 2682    MMJ    5942,*,,
Cl* NGC 2682    MMJ    5987,*,,
Cl* NGC 2682    MMJ    6124,*,,
Cl* NGC 2682    MMJ    6157,*,,
Cl* NGC 2682    MMJ    6189,*,,
Cl* NGC 2682    MMJ    6219,*,,
Cl* NGC 2682    MMJ    6346,*,,
Cl* NGC 2682    MMJ    6368,*,,
Cl* NGC 2682    MMJ    6386,*,,
Cl* NGC 2682    MMJ    6435,*,,
Cl* NGC 2682    MMJ    6449,*,,
Cl* NGC 2682    YBP    1101,*,,
Cl* NGC 2682   SAND     609,*,,
Cl* NGC 2682   SAND     624,*,,
Cl* NGC 2682   SAND     638,*,,
Cl* NGC 2682   SAND     733,*,,
Cl* NGC 2682   SAND     740,SB*,,
Cl* NGC 2682   SAND     755,*,,
Cl* NGC 2682   SAND     769,*,,
Cl* NGC 2682   SAND     787,*,,
Cl* NGC 2682   SAND     788,*,,
Cl* NGC 2682   SAND     791,*,,
Cl* NGC 2682   SAND     822,*,,
Cl* NGC 2682   SAND     839,SB*,,
Cl* NGC 2682   SAND     937,*,,
Cl* NGC 2682   SAND     947,*,,
Cl* NGC 2682   SAND     950,*,,
Cl* NGC 2682   SAND     957,*,,
Cl* NGC 2682   SAND     986,SB*,,
Cl* NGC 2682   SAND     996,SB*,,
Cl* NGC 2682   SAND    1070,RS*,,
Cl* NGC 2682   SAND    1095,*,,
Cl* NGC 2682   SAND    1101,*,,
Cl* NGC 2682   SAND    1102,SB*,,
Cl* NGC 2682   SAND    1111,*,,
Cl* NGC 2682   SAND    1112,RS*,,
Cl* NGC 2682   SAND    1190,SB*,,
Cl* NGC 2682   SAND    1222,*,,
Cl* NGC 2682   SAND    1264b,*,,
Cl* NGC 2682   SAND    1280,dS*,,
Cl* NGC 2682   SAND    1282,SB*,,
Cl* NGC 2682   SAND    1296,*,,
Cl* NGC 2682   SAND    1332,*,,
Cl* NGC 2682   SAND    1410,*,,
Cl* NGC 2682   SAND    1418,*,,
Cl* NGC 2682   SAND    1422,*,,
Cl* NGC 2682   SAND    1426,*,,
Cl* NGC 2682   SAND    1430,*,,
Cl* NGC 2682   SAND    1432,SB*,,
Cl* NGC 2682   SAND    1441,*,,
Cl* NGC 2682   SAND    1462,SB*,,
Cl* NGC 2682   SAND    1468,*,,
Cl* NGC 2682   SAND    1483,*,,
Cl* NGC 2682   SAND    2224,*,,
Cl* NGC 2682   SAND    2227,SB*,,
Cl* NGC 2808     WH      E,*,,
Cl* NGC 2808    HAR      K,*,,
Cl* NGC 2808    HAR      c,*,,
Cl* NGC 2808    HAR      d,*,,
Cl* NGC 2808    HAR      f,*,,
Cl* NGC 2808    HAR      g,*,,
Cl* NGC 2808    HAR      m,*,,
Cl* NGC 2808    SAW V6,RR*,,
Cl* NGC 3293    BVC     150,*,,
Cl* NGC 3293    ESL      54,*,,
Cl* NGC 3603    MDS      13,*,,
Cl* NGC 3603    MDS      16,*,,
Cl* NGC 3603    MDS      38,*,,
Cl* NGC 3603    MDS      40,*,,
Cl* NGC 3603    MDS      46,*,,
Cl* NGC 3603    MDS      54,*,,
Cl* NGC 3603    MDS      68,*,,
Cl* NGC 3603    MDS      B,WR*,,
Cl* NGC 3603    MDS      C,WR*,,
Cl* NGC 3603    MMM     116,*,,
Cl* NGC 3603    MTT      44,*,,
Cl* NGC 3603    MTT     122,*,0.5,0.5
Cl* NGC 4590    ALC      45,RG*,,
Cl* NGC 4590    ALC      60,RG*,,
Cl* NGC 4590    ALC      66,RG*,,
Cl* NGC 4590    ALC      73,RG*,,
Cl* NGC 4590    ALC      C,*,,
Cl* NGC 4590    HAR      F,*,,
Cl* NGC 4590    HAR      J,PM*,,
Cl* NGC 4590    HAR      V,*,,
Cl* NGC 4590    HAR     130,RG*,,
Cl* NGC 4590    HAR    2028,RG*,,
Cl* NGC 4590    HAR    I-2,RG*,,
Cl* NGC 4590    ZNG       1,*,,
Cl* NGC 4590   WALK       9,*,,
Cl* NGC 4590   WALK      17,*,,
Cl* NGC 4590   WALK      29,*,,
Cl* NGC 4590   WALK      55,*,,
Cl* NGC 4590   WALK      69,*,,
Cl* NGC 4590   WALK      98,*,,
Cl* NGC 4590   WALK     112,HB*,,
Cl* NGC 4590   WALK     120,*,,
Cl* NGC 4590   WALK     121,*,,
Cl* NGC 4590   WALK     122,*,,
Cl* NGC 4590   WALK     123,Pe*,,
Cl* NGC 4590   WALK     133,*,,
Cl* NGC 4590   WALK     138,*,,
Cl* NGC 4590   WALK     164,*,,
Cl* NGC 4590   WALK     165,*,,
Cl* NGC 4590   WALK     196,*,,
Cl* NGC 4590   WALK     198,*,,
Cl* NGC 4590   WALK     200,*,,
Cl* NGC 4590   WALK     216,*,,
Cl* NGC 4590   WALK     235,*,,
Cl* NGC 4590   WALK     250,*,,
Cl* NGC 4590   WALK     260,*,,
Cl* NGC 4590   WALK     278,*,,
Cl* NGC 4590   WALK     287,RR*,,
Cl* NGC 4590   WALK     291,RG*,,
Cl* NGC 4590   WALK     294,*,,
Cl* NGC 4590   WALK     303,RG*,,
Cl* NGC 4590   WALK     314,*,,
Cl* NGC 4590   WALK     322,*,,
Cl* NGC 4590   WALK     324,*,,
Cl* NGC 4590   WALK     328,*,,
Cl* NGC 4590   WALK     329,*,,
Cl* NGC 4590   WALK     362,*,,
Cl* NGC 4590   WALK     368,Pe*,,
Cl* NGC 4590   WALK     375,*,,
Cl* NGC 4590   WALK     376,Pe*,,
Cl* NGC 4590   WALK     385,*,,
Cl* NGC 4590   WALK     393,*,,
Cl* NGC 4590   WALK     422,*,,
Cl* NGC 4590   WALK     453,*,,
Cl* NGC 4590   WALK     460,*,,
Cl* NGC 4590   WALK     465,RG*,,
Cl* NGC 4590   WALK     477,*,,
Cl* NGC 4590   WALK     480,*,,
Cl* NGC 4590   WALK     484,*,,
Cl* NGC 4590   WALK     494,RG*,,
Cl* NGC 4590   WALK     502,*,,
Cl* NGC 4590   WALK     508,*,,
Cl* NGC 4590   WALK     509,*,,
Cl* NGC 4590   WALK     527,*,,
Cl* NGC 4590   WALK     549,*,,
Cl* NGC 4590   WALK     551,*,,
Cl* NGC 4590   WALK     561,*,,
Cl* NGC 4590   WALK     565,*,,
Cl* NGC 4590   WALK     567,RG*,,
Cl* NGC 4590   WALK     585,*,,
Cl* NGC 4590   WALK     588,RG*,,
Cl* NGC 4590   WALK     599,*,,
Cl* NGC 4590   WALK     608,*,,
Cl* NGC 5024    RLB     803,RR*,,
Cl* NGC 5024    SAN       2,*,,
Cl* NGC 5024    SAN       7,*,,
Cl* NGC 5024    SAN      11,*,,
Cl* NGC 5024    SAN      14,*,,
Cl* NGC 5024    SAN      16,*,,
Cl* NGC 5024    SAN      26,*,,
Cl* NGC 5053      P      B,*,,
Cl* NGC 5053      P      C,RG*,,
Cl* NGC 5053      P      E,RG*,,
Cl* NGC 5053     SM       4,RG*,,
Cl* NGC 5053     SM      18,RG*,,
Cl* NGC 5053     SM      20,RG*,,
Cl* NGC 5053    SAN       4,RR*,,
Cl* NGC 5053    SAN       6,*,,
Cl* NGC 5053    SAN       7,HB*,,
Cl* NGC 5053    SAN       8,HB*,,
Cl* NGC 5053    SKJ      Q,Pe*,,
Cl* NGC 5053    SKJ      W,*,,
Cl* NGC 5053    SKJ     AH,*,,
Cl* NGC 5053    ZNG       2,*,,
Cl* NGC 5139      B V114,RR*,,
Cl* NGC 5139      B V124,RR*,,
Cl* NGC 5139      B V125,RR*,,
Cl* NGC 5139      B V14,RR*,,
Cl* NGC 5139      B V46,RR*,,
Cl* NGC 5139      B V54,RR*,,
Cl* NGC 5139      B V69,RR*,,
Cl* NGC 5139      B V94,RR*,,
Cl* NGC 5139    HHB     766,*,,
Cl* NGC 5139    HHB     994,*,,
Cl* NGC 5139    HHB    1028,*,,
Cl* NGC 5139    HHB    1152,*,,
Cl* NGC 5139    HHB    1755,*,,
Cl* NGC 5139    HHB    2021,*,,
Cl* NGC 5139    HHB    2124,*,,
Cl* NGC 5139    HHB    2180,*,,
Cl* NGC 5139    HHB    2527,*,,
Cl* NGC 5139    NJL      53,RR*,,
Cl* NGC 5139    UIT       1,*,,
Cl* NGC 5272      B       1,WD*,,
Cl* NGC 5272      X      14,RR*,,
Cl* NGC 5272     KG       4,RR*,,
Cl* NGC 5272    BPQ      44,*,,
Cl* NGC 5272    FPF       1,*,,
Cl* NGC 5272    FPF       4,*,,
Cl* NGC 5272    FPF       5,*,,
Cl* NGC 5272    FPF      20,*,,
Cl* NGC 5272    FPF      27,*,,
Cl* NGC 5272    GYB    1600,RR*,,
Cl* NGC 5272    GYB    9016,*,,
Cl* NGC 5272    SAW V236,RG*,,
Cl* NGC 5286     FL V10,RR*,,
Cl* NGC 5286    ALC      63,*,,
Cl* NGC 5286    ALC      75,*,,
Cl* NGC 5286    ALC      79,*,,
Cl* NGC 5466    SAW V2,RR*,,
Cl* NGC 5466  FSBHB V13,RR*,,
Cl* NGC 5466  FSBHB V20,RR*,,
Cl* NGC 5634    BFI     238,RR*,,
Cl* NGC 5694    HAR      H,*,,
Cl* NGC 5694    HAR      P,*,,
Cl* NGC 5897     SK      O,*,,
Cl* NGC 5904     SB  2-74,RG*,,
Cl* NGC 5904     SB  4-259,HB*,,
Cl* NGC 5904     SB  4-60,HB*,,
Cl* NGC 5904    ARP    1024,HB*,,
Cl* NGC 5904    ARP    1040,RG*,,
Cl* NGC 5904    ARP    2048,*,,
Cl* NGC 5904    ARP    3008,HB*,,
Cl* NGC 5904    ARP    3039,RG*,,
Cl* NGC 5904    ARP    3052,RG*,,
Cl* NGC 5904    ARP    3094,RG*,,
Cl* NGC 5904    ARP    4095,*,,
Cl* NGC 5904    CUD       8,RG*,,
Cl* NGC 5904    CUD      11,*,,
Cl* NGC 5904    CUD      24,RG*,,
Cl* NGC 5904    MSB       6,RR*,,
Cl* NGC 5904    SAN      10,HB*,,
Cl* NGC 5904    SAN      14,HS?,,
Cl* NGC 5904    SAN      29,*,,
Cl* NGC 5904    SAN      32,*,,
Cl* NGC 5904    SAN      36,WD?,,
Cl* NGC 5904   ARPH      I,*,,
Cl* NGC 5904   ARPH      Q,*,,
Cl* NGC 5904   KUST     694,RR*,,
Cl* NGC 5904   KUST     756,RV*,,
Cl* NGC 5904   REES      94,*,,
Cl* NGC 5904   REES     104,*,,
Cl* NGC 5927    SAW V3,Mi*,,
Cl* NGC 5927   AWAL       7,*,,
Cl* NGC 6093    SAW V4,RR*,,
Cl* NGC 6121      Y     174,*,,
Cl* NGC 6121      Y     453,*,,
Cl* NGC 6121    ALC      30,RG*,,
Cl* NGC 6121    ALC      46,RG*,,
Cl* NGC 6121    ALC      57,RG*,,
Cl* NGC 6121    ALC      75,RG*,,
Cl* NGC 6121    ALC      85,*,,
Cl* NGC 6121    ALC      89,*,,
Cl* NGC 6121    ALC     129,RG*,,
Cl* NGC 6121    ALC     152,RG*,,
Cl* NGC 6121    ALC     167,*,,
Cl* NGC 6121    ALC     199,*,,
Cl* NGC 6121    ALC     200,*,,
Cl* NGC 6121    ALC     226,*,,
Cl* NGC 6121    ALC     256,RG*,,
Cl* NGC 6121    ALC     269,*,,
Cl* NGC 6121    ALC     279,*,,
Cl* NGC 6121    ALC     290,RG*,,
Cl* NGC 6121    ALC     291,*,,
Cl* NGC 6121    ALC     313,*,,
Cl* NGC 6121    ALC     316,*,,
Cl* NGC 6121    ALC     336,*,,
Cl* NGC 6121    ALC     360,RG*,,
Cl* NGC 6121    ALC     417,*,,
Cl* NGC 6121    ALC     435,RG*,,
Cl* NGC 6121    ALC     502,*,,
Cl* NGC 6121    LEE    1107,Pe*,,
Cl* NGC 6121    LEE    1205,*,,
Cl* NGC 6121    LEE    1209,*,,
Cl* NGC 6121    LEE    2105,*,,
Cl* NGC 6121    LEE    2118,RG*,,
Cl* NGC 6121    LEE    2312,*,,
Cl* NGC 6121    LEE    2320,*,,
Cl* NGC 6121    LEE    2422,RG*,,
Cl* NGC 6121    LEE    2613,*,,
Cl* NGC 6121    LEE    3113,*,,
Cl* NGC 6121    LEE    4125,*,,
Cl* NGC 6121    LEE    4602,RG*,,
Cl* NGC 6121    MVP   39100,*,,
Cl* NGC 6121    SAN       6,*,,
Cl* NGC 6121    SAW V10,RR*,,
Cl* NGC 6121    SAW V11,RR*,,
Cl* NGC 6121    SAW V32,RR*,,
Cl* NGC 6121    SAW V34,RR*,,
Cl* NGC 6121    SAW V5,RR*,,
Cl* NGC 6121    SAW V59,*,,
Cl* NGC 6171     SK      43,RG*,,
Cl* NGC 6171     SK      C,*,,
Cl* NGC 6171     SK      D,*,,
Cl* NGC 6171     SK      E,*,,
Cl* NGC 6171     SK      F,RG*,,
Cl* NGC 6171     SK      G,*,,
Cl* NGC 6171     SK      J,RG*,,
Cl* NGC 6171     SK      K,*,,
Cl* NGC 6171     SK      L,RG*,,
Cl* NGC 6171    FCF    1458,*,,
Cl* NGC 6171    FCF    1501,*,,
Cl* NGC 6171   DICK V18,RR*,,
Cl* NGC 6171   DICK V20,RR*,,
Cl* NGC 6205      J      45,RG*,,
Cl* NGC 6205     AJ      51,*,,
Cl* NGC 6205     AJ B63,HS?,,
Cl* NGC 6205     CM       4,*,,
Cl* NGC 6205     CM      20,RG*,,
Cl* NGC 6205    ARP    5015,*,,
Cl* NGC 6205    CGY    5546,*,,
Cl* NGC 6205    CGY    5610,*,,
Cl* NGC 6205    CGY    6275,RR*,,
Cl* NGC 6205    KAD     205,*,,
Cl* NGC 6205    KAD     208,HB*,,
Cl* NGC 6205    KAD     209,*,,
Cl* NGC 6205    KAD     225,*,,
Cl* NGC 6205    KAD     242,*,,
Cl* NGC 6205    KAD     252,RG*,,
Cl* NGC 6205    KAD     265,*,,
Cl* NGC 6205    KAD     454,HB*,,
Cl* NGC 6205    KAD     641,*,,
Cl* NGC 6205    KAD     659,RG*,,
Cl* NGC 6205    KAD     670,HB*,,
Cl* NGC 6205    SAN       4,WD?,,
Cl* NGC 6205    SAN       5,*,,
Cl* NGC 6205    SAW V41,LP*,,
Cl* NGC 6205   BAUM      21,*,,
Cl* NGC 6205   BAUM      23,*,,
Cl* NGC 6205   BAUM      24,*,,
Cl* NGC 6218    RAC    4176,*,,
Cl* NGC 6218    SAN       7,*,,
Cl* NGC 6218    SAN      15,*,,
Cl* NGC 6218   KUST       2,SB*,,
Cl* NGC 6254    CGW     145,*,,
Cl* NGC 6254    CGW     158,*,,
Cl* NGC 6254    CGW     357,RG*,,
Cl* NGC 6254    HRD      R,*,,
Cl* NGC 6254    HRD    1005,*,,
Cl* NGC 6259    MMU    1335,*,,
Cl* NGC 6266    HAR      e,*,,
Cl* NGC 6266    HAR      f,*,,
Cl* NGC 6284    SAW V8,*,,
Cl* NGC 6284    SAW V9,*,,
Cl* NGC 6333    SAW V18,RR*,,
Cl* NGC 6341     SW X14,*,,
Cl* NGC 6341     SW X15,*,,
Cl* NGC 6341     SW X17,*,,
Cl* NGC 6341    BBS    3787,RG*,,
Cl* NGC 6341    CUD       7,*,,
Cl* NGC 6341    CUD      14,RG*,,
Cl* NGC 6341    CUD      19,*,,
Cl* NGC 6341    CUD      22,Pe*,,
Cl* NGC 6341    CUD      30,HB*,,
Cl* NGC 6341    HAC       3,RR*,,
Cl* NGC 6341    HAC      10,RR*,,
Cl* NGC 6341    HAC      11,RR*,,
Cl* NGC 6341    SAN       1,HB*,,
Cl* NGC 6341    SAW V5,RR*,,
Cl* NGC 6341   BARN      14,Pe*,,
Cl* NGC 6341   BARN      23,*,,
Cl* NGC 6341   BUON       5,*,,
Cl* NGC 6341   BUON       8,*,,
Cl* NGC 6341   BUON     263,Pe*,,
Cl* NGC 6341   BUON     313,*,,
Cl* NGC 6341   BUON     417,Pe*,,
Cl* NGC 6341   BUON     459,*,,
Cl* NGC 6341   REES     396,*,,
Cl* NGC 6341   REES     573,*,,
Cl* NGC 6356    SAW V3,Mi*,,
Cl* NGC 6362    SAW V2,RR*,,
Cl* NGC 6362    SAW V23,RR*,,
Cl* NGC 6362    SAW V26,RR*,,
Cl* NGC 6362    SAW V5,RR*,,
Cl* NGC 6397      V      V,*,,
Cl* NGC 6397    SAW V34,CV*,,
Cl* NGC 6397  ABCPO     638,*,,
Cl* NGC 6397  ABCPO    1253,*,,
Cl* NGC 6402    SAW V7,cC*,,
Cl* NGC 6405      A   13078,*,,
Cl* NGC 6405      A   43058,*,,
Cl* NGC 6405      E      32c,*,,
Cl* NGC 6475     JJ       2,*,,
Cl* NGC 6475     JJ      19,*,,
Cl* NGC 6475     JJ      23,*,,
Cl* NGC 6475     JJ      30,*,,
Cl* NGC 6522    ARP    1258,*,,
Cl* NGC 6522    ARP    1306,*,,
Cl* NGC 6522    ARP    1326,*,,
Cl* NGC 6522    ARP    1328,*,,
Cl* NGC 6522    ARP    1371,*,,
Cl* NGC 6522    ARP    1372,*,,
Cl* NGC 6522    ARP    2001,*,,
Cl* NGC 6522    ARP    2013,*,,
Cl* NGC 6522    ARP    2018,*,,
Cl* NGC 6522    ARP    2022,*,,
Cl* NGC 6522    ARP    2026,*,,
Cl* NGC 6522    ARP    2031,*,,
Cl* NGC 6522    ARP    2044,*,,
Cl* NGC 6522    ARP    2115,*,,
Cl* NGC 6522    ARP    2117,*,,
Cl* NGC 6522    ARP    2121,*,,
Cl* NGC 6522    ARP    2193,*,,
Cl* NGC 6522    ARP    3124,*,,
Cl* NGC 6522    ARP    3270,*,,
Cl* NGC 6522    ARP    3276,*,,
Cl* NGC 6522    ARP    4020,*,,
Cl* NGC 6522    ARP    4123,*,,
Cl* NGC 6522    ARP    4132,*,,
Cl* NGC 6522    ARP    4164,*,,
Cl* NGC 6522    ARP    4175,*,,
Cl* NGC 6522    ARP    4294,*,,
Cl* NGC 6522    ARP    4320,*,,
Cl* NGC 6530    SCB     150,Y*O,,
Cl* NGC 6541   AWAL       1,LP?,,
Cl* NGC 6541   AWAL       8,*,,
Cl* NGC 6541   AWAL      14,*,,
Cl* NGC 6541   AWAL      15,*,,
Cl* NGC 6558    SAW V15,LP*,,
Cl* NGC 6604     FD       7,*,,
Cl* NGC 6604     FD      32,*,,
Cl* NGC 6604     FD      35,*,,
Cl* NGC 6604     FD      37,*,,
Cl* NGC 6604     FD      41,*,,
Cl* NGC 6604     FD      42,*,,
Cl* NGC 6604     FD      43,*,,
Cl* NGC 6604     FD      44,*,,
Cl* NGC 6604     FD      72,*,,
Cl* NGC 6604     FD      79,*,,
Cl* NGC 6604     FD      81,Y*?,,
Cl* NGC 6604     FD      M,*,,
Cl* NGC 6604    BCM       1,*,,
Cl* NGC 6611    BKP   22636,*,,
Cl* NGC 6611    BKP   22716,*,,
Cl* NGC 6611    BKP   22731,*,,
Cl* NGC 6611    BKP   24904,*,,
Cl* NGC 6611    BKP   24907,*,,
Cl* NGC 6611    BKP   24909,*,,
Cl* NGC 6611    BKP   24911,Y*?,,
Cl* NGC 6611    BKP   24953,*,,
Cl* NGC 6611    BKP   24962,*,,
Cl* NGC 6611    BKP   24964,*,,
Cl* NGC 6611    BKP   25069,*,,
Cl* NGC 6611    BKP   25082,Y*?,,
Cl* NGC 6611    BKP   25108,*,,
Cl* NGC 6611    BKP   25116,*,,
Cl* NGC 6611    BKP   25186,*,,
Cl* NGC 6611    BKP   27193,*,,
Cl* NGC 6611    BKP   27196,*,,
Cl* NGC 6611    BKP   27222,*,,
Cl* NGC 6611    BKP   27241,*,,
Cl* NGC 6611    BKP   27308,*,,
Cl* NGC 6611    BKP   27368,*,,
Cl* NGC 6611    BKP   27436,*,,
Cl* NGC 6611    BKP   27465,*,,
Cl* NGC 6611    BKP   27470,*,,
Cl* NGC 6611    BKP   27498,*,,
Cl* NGC 6611    BKP   27503,*,,
Cl* NGC 6611    BKP   27536,Y*?,,
Cl* NGC 6611    BKP   29481,*,,
Cl* NGC 6611    BKP   29818,Y*O,,
Cl* NGC 6611    BKP   29841,*,,
Cl* NGC 6611    BKP   29859,*,,
Cl* NGC 6611    BKP   29876,*,,
Cl* NGC 6611    BKP   29877,*,,
Cl* NGC 6611    BKP   31705,*,,
Cl* NGC 6611    BKP   31731,*,,
Cl* NGC 6611    BKP   31833,*,,
Cl* NGC 6611    BKP   31953,*,,
Cl* NGC 6611    BKP   33952,*,,
Cl* NGC 6611    BKP   33969,*,,
Cl* NGC 6611    BKP   34066,*,,
Cl* NGC 6611    BKP   34089,*,,
Cl* NGC 6611    BKP   34098,*,,
Cl* NGC 6611    BKP   35942,*,,
Cl* NGC 6611    BKP   35958,*,,
Cl* NGC 6611    BKP   35979,*,,
Cl* NGC 6611    BKP   36017,*,,
Cl* NGC 6611    BKP   36021,*,,
Cl* NGC 6611    BKP   38017,*,,
Cl* NGC 6611    BKP   38113,*,,
Cl* NGC 6611    ESL      79,*,,
Cl* NGC 6626    ALC      L,*,,
Cl* NGC 6652    SAW V1,V*,,
Cl* NGC 6656     PG       7,*,,
Cl* NGC 6656    ALC    2042,*,,
Cl* NGC 6656    ALC    2073,Pe*,,
Cl* NGC 6656    ALC    3042,*,,
Cl* NGC 6656    ALC    3112,Pe*,,
Cl* NGC 6656    ALC    3171,Pe*,,
Cl* NGC 6656    ALC    3177,Pe*,,
Cl* NGC 6656    CUD     175,Pe*,,
Cl* NGC 6656    CUD     635,Pe*,,
Cl* NGC 6656    CUD     697,Pe*,,
Cl* NGC 6681    HAR      J,*,,
Cl* NGC 6681    HAR      M,*,,
Cl* NGC 6681    HAR      T,*,,
Cl* NGC 6681    HAR      U,*,,
Cl* NGC 6712     SS C28,*,,
Cl* NGC 6712    NAS      C,*,,
Cl* NGC 6712    SAW V10,LP*,,
Cl* NGC 6712    SAW V12,RR*,,
Cl* NGC 6712    SAW V17,V*,,
Cl* NGC 6712    SAW V20,RR*,,
Cl* NGC 6712    ZNG       4,*,,
Cl* NGC 6715    HAR      C,*,,
Cl* NGC 6752     CS       9,Pe*,,
Cl* NGC 6752     CS     122,RG*,,
Cl* NGC 6752     GA      31,LP?,,
Cl* NGC 6752    HHB     868,*,,
Cl* NGC 6752    HHB    1074,*,,
Cl* NGC 6752    HHB    1092,*,,
Cl* NGC 6752    HHB    1207,*,,
Cl* NGC 6752    HHB    1268,*,,
Cl* NGC 6752    HHB    1336,*,,
Cl* NGC 6752    HHB    1348,*,,
Cl* NGC 6752    HHB    5006,V*,,
Cl* NGC 6752    PKD   38504,*,,
Cl* NGC 6791    ATT      90,*,,
Cl* NGC 6791    ATT     100,*,,
Cl* NGC 6791    ATT     110,*,,
Cl* NGC 6809    SAN       5,*,,
Cl* NGC 6809    SAN      19,*,,
Cl* NGC 6809    SAN      28,*,,
Cl* NGC 6838     AH      C,RG*,,
Cl* NGC 6838     AH      E,*,,
Cl* NGC 6838     AH      J,*,,
Cl* NGC 6838     AH A3,HB*,,
Cl* NGC 6838     AH A8,*,,
Cl* NGC 6838     CF      12,*,,
Cl* NGC 6838     KC     119,HB*,,
Cl* NGC 6838     KC     125,*,,
Cl* NGC 6838     KC     155,RG*,,
Cl* NGC 6838     KC     191,RG*,,
Cl* NGC 6838     KC     200,RG*,,
Cl* NGC 6838     KC     223,*,,
Cl* NGC 6838    ZDA       3,*,,
Cl* NGC 6838    ZDA      10,*,,
Cl* NGC 6864    HAR      H,*,,
Cl* NGC 6864    HAR      L,*,,
Cl* NGC 6864    HAR      M,*,,
Cl* NGC 6913    TIF     100,*,,
Cl* NGC 6934      T       1,*,,
Cl* NGC 6934      T       9,*,,
Cl* NGC 6934    SAW V1,RR*,,
Cl* NGC 6934    SAW V12,RR*,,
Cl* NGC 6934    SAW V16,RR*,,
Cl* NGC 6934    SAW V18,RR*,,
Cl* NGC 6934    SAW V31,RR*,,
Cl* NGC 6934    SAW V32,RR*,,
Cl* NGC 6934    SAW V38,RR*,,
Cl* NGC 6934    SAW V9,RR*,,
Cl* NGC 7078     AC       1,LP?,,
Cl* NGC 7078     AC     104,*,,
Cl* NGC 7078     AC     111,*,,
Cl* NGC 7078     AC     650,RG*,,
Cl* NGC 7078     AC     761,*,,
Cl* NGC 7078     FP     280,*,,
Cl* NGC 7078    BRO      12,*,,
Cl* NGC 7078    BRO      17,*,,
Cl* NGC 7078    CUD       5,*,,
Cl* NGC 7078    CUD      18,RG*,,
Cl* NGC 7078    GEB     968,RG*,,
Cl* NGC 7078    SAW V129,RR*,,
Cl* NGC 7078    SAW V161,RR*,,
Cl* NGC 7078    SAW V38,RR*,,
Cl* NGC 7078   YGBS      46,RR*,,
Cl* NGC 7078   YGBS     876,RR*,,
Cl* NGC 7089      D      E,*,,
Cl* NGC 7089      D      F,*,,
Cl* NGC 7089    HAR      L,AB*,,
Cl* NGC 7089    HAR    2132,*,,
Cl* NGC 7089    SAW V1,cC*,,
Cl* NGC 7092   PLAT    1543,*,,
Cl* NGC 7092   PLAT    1600,*,,
Cl* NGC 7092   PLAT    1704,*,,
Cl* NGC 7092   PLAT    2095,*,,
Cl* NGC 7092   PLAT    2153,*,,
Cl* NGC 7092   PLAT    2274,*,,
Cl* NGC 7092   PLAT    2315,*,,
Cl* NGC 7092   PLAT    2385,*,,
Cl* NGC 7092   PLAT    2398,*,,
Cl* NGC 7092   PLAT    2689,*,,
Cl* NGC 7099     AL      10,*,,
Cl* NGC 7099     AL      12,HB*,,
